Period,quick_ratio,profit_growth,management_turnover,loan_size,leverage_ratio,defaulted,sector,Environment,Social,Governance
1,1.57,0.91,0.42,425.37,0.16,0,3,1.028361112,1.147675448,-0.656900738
1,4.42,0.62,0.02,88.12,0.2,0,3,0.421866844,-0.041560781,-0.284357498
1,2.36,-0.4,0.27,68.56,0.26,0,3,0.240086138,0.724473921,-0.666927917
1,2.28,0.18,0.4,246.14,0.14,0,3,1.635430635,0.340375834,-0.69177986
1,0.1,0.04,0.47,146.37,0.56,1,3,-1.022474407,-0.558118245,-0.328028591
1,1.6,0.75,0.39,32.1,0.25,0,3,0.733521119,-0.40560451,-0.357366616
1,4.77,0.88,0.21,263.93,0.46,1,3,-0.662830644,1.319269813,-0.441376642
1,0.57,0.13,0.48,59.79,0.29,0,3,-1.70498879,-0.231498234,0.139205554
1,0.21,0.83,0.4,141.1,0.47,1,3,0.723159701,0.117024683,0.301961904
1,0.17,-0.11,0.18,90.92,0.99,1,3,1.836569936,-0.580560879,-0.502021749
1,3.06,0.03,0.11,173.3,0.4,1,3,0.553040991,0.074879836,-0.168529368
1,1.22,0.4,0.07,14.52,0.58,0,3,-0.70560418,-0.215436842,-0.740219548
1,0.88,-0.11,0.07,493.21,0.2,1,3,-0.439101768,0.131621221,0.443939143
1,1.53,-0.06,0.25,26.45,0.71,0,3,-0.443045565,0.468552344,0.311447366
1,1.93,0.72,0.18,23.9,0.48,1,4,0.280664381,-0.487443685,0.169480359
1,3.79,0.81,0.07,58.67,0.7,0,4,-1.364560376,-0.113255965,-0.830316367
1,1.22,0.83,0.34,427.04,0.85,1,4,-1.152163804,0.254397037,-0.564789389
1,0.19,0.08,0.46,227.44,0.41,1,4,-0.944241947,-0.215517844,0.431666649
1,0.31,0.19,0.09,373.61,0.32,0,4,-2.50627636,-0.168303984,-0.49883397
1,1.27,-0.46,0.41,357.52,0.42,0,4,-0.975421699,0.07524477,0.014275656
1,1.74,0.33,0.15,299.2,0.69,1,4,0.86727141,-0.484007501,-0.144636942
1,4.66,0.53,0.46,328.67,0.67,0,4,-1.342650648,-0.010472263,-0.332576064
1,0.17,-0.09,0.23,99.69,0.93,1,4,1.551661626,1.619068826,0.100765192
1,3.44,0.35,0.17,170.41,0.16,0,4,0.607849415,0.909205937,0.116367005
1,0.8,-0.05,0.41,15.54,0.71,0,4,0.24242695,0.660719479,-0.018707169
1,1.94,0.48,0.25,104.62,0.28,1,4,-0.555482984,1.044579676,-0.833101694
1,1.49,0.18,0.49,461.39,0.44,0,4,0.678417109,-1.587200131,0.06528353
1,3.92,0.42,0.06,34.09,0.89,0,4,-0.971633654,0.46038906,-0.639358859
1,0.09,0.05,0.6,148.16,0.62,1,4,0.015851356,-0.090971923,0.201354737
1,3.81,0.31,0.04,32.96,0.78,1,4,0.375904392,-0.426896918,1.22390702
1,1.32,0.54,0.48,496.88,0.11,1,4,-0.06917162,0.481632014,0.115982175
1,1.86,0.71,0.18,352.7,0.81,1,4,1.006017101,-0.010610393,-0.019020945
1,1.25,0.83,0.34,93.33,0.58,0,4,-1.074363354,1.166392849,0.009808332
1,2.33,-0.14,0.32,99.89,0.3,0,4,-0.275749699,-0.562587843,-0.001378453
1,0.85,0.44,0.32,31.64,0.75,1,4,-1.191922365,-1.353495236,-0.653576535
1,0,0,0.25,8.14,0.47,1,4,0.778629783,-0.203451975,-0.344271029
1,0.44,0.22,0.35,19.52,0.65,0,4,-0.081915914,-1.087788633,0.606332833
1,3.78,-0.09,0.04,28.18,0.5,0,4,0.990517037,-0.401859666,-0.100691295
1,0.19,0.11,0.3,238.73,0.37,1,4,-1.299301857,0.651590994,-0.597899543
1,1.09,0.83,0.3,271.31,0.74,1,4,0.942432052,-0.389652257,0.20068569
1,3.72,0.7,0.27,30.02,0.83,1,4,1.61745902,0.354448844,0.648631158
1,0.42,0.32,0.22,499.48,0.33,0,4,1.279770458,0.240396503,0.148098138
1,0.74,0.41,0.43,91,0.24,0,4,0.318798357,0.046032085,0.389334218
1,0.61,0.24,0.02,201.03,0.71,0,4,0.943402938,1.517255441,0.63690095
1,2.13,0.24,0.19,287.72,0.74,0,4,-1.990720193,0.570650514,-0.617895921
1,3.51,-0.15,0.22,343.37,0.68,1,4,0.155218913,1.062331876,0.087292165
1,2.92,-0.34,0.45,152.36,0.57,1,4,0.284861699,0.649106369,0.27301212
1,0.51,-0.3,0.21,48.64,0.54,1,4,-1.120072284,-0.093876906,0.181132691
1,0.18,-0.08,0.23,63.95,0.97,1,4,-0.211241513,-0.389722175,-0.178545179
1,0.27,0.44,0.45,285.58,0.87,0,4,0.81299504,0.733866727,0.186673219
1,1.92,0.23,0.1,364.93,0.5,1,4,-0.56686531,0.930905912,0.347670266
1,0.25,-0.15,0.12,56.83,0.75,1,4,0.492268555,-0.907957656,-0.224636096
1,2.6,0.91,0.43,283.11,0.19,1,4,0.098712007,-0.023674716,0.288710567
1,0.29,-0.2,0.08,34.72,0.82,1,4,0.587837121,-0.171590955,0.885029294
1,1.1,-0.43,0.11,285.13,0.9,1,4,0.237322411,-0.0207433,0.974314389
1,0.17,0.1,0.36,268.17,0.4,1,4,-0.018123956,-0.839661993,0.223143388
1,1.79,0.59,0.27,321.89,0.85,1,4,-0.338707196,0.758064971,-0.743450528
1,0.22,0.13,0.34,202.33,0.39,1,4,-0.827212716,1.015719135,0.008097345
1,0.73,0.37,0.37,226.18,0.33,0,4,2.731903805,0.558815714,-0.373049716
1,0.11,0.06,0.64,89.87,0.56,1,4,-1.402745511,-0.227578596,-0.144075329
1,1.26,0.53,0.11,50.93,0.32,0,4,-1.045536919,0.547838681,-0.435612719
1,0.34,-0.2,0.07,45.54,0.77,1,4,-0.59429567,-1.418688953,0.025540885
1,1.02,0.61,0.07,293.4,0.19,0,4,-1.380190042,-0.273012972,0.685452051
1,3.62,0.19,0.41,473.74,0.26,1,4,0.969598659,0.437404992,0.807699507
1,4.48,0.65,0.21,386.55,0.33,1,4,0.433692549,-1.031022521,0.235557991
1,4.51,0.04,0.11,364.75,0.44,0,4,-1.413272912,-0.66306086,0.168789711
1,2.97,-0.18,0.01,467.63,0.85,0,4,-1.569387678,0.149167079,-0.537403366
1,0.84,-0.48,0.36,175.17,0.35,0,4,0.991803972,0.581910626,0.163485083
1,4.64,-0.28,0.28,247.93,0.86,0,4,0.22373797,-1.070503686,-0.12150565
1,0.1,0.06,0.37,75.06,0.63,1,4,0.021613005,1.908956619,-0.609059043
1,3.23,0.11,0.23,477.4,0.74,0,4,-0.49410346,-0.501312911,0.659704256
1,3.65,0.36,0.33,119.88,0.68,1,4,0.743752935,-0.389653962,0.124672397
1,0.2,-0.08,0.21,145.65,0.82,1,4,-0.400317504,0.080659959,-0.346865363
1,0,0,0.35,6.74,0.51,1,4,-0.681768597,0.386795875,0.033275569
1,2.09,-0.4,0.24,256.42,0.52,1,4,-0.146167167,-0.669300562,-0.307719574
1,0,0,0.34,8.09,0.45,1,4,1.755597623,0.594185394,0.36474944
1,3.21,-0.28,0.02,371.66,0.47,1,4,0.674010607,-0.776240086,-0.333735102
1,4.58,0.02,0.36,134.55,0.69,0,4,0.826212272,0.491587571,-0.004299636
1,4.5,0.35,0.29,381.42,0.2,0,4,1.521248123,0.223161862,0.06842356
1,0.1,0.04,0.57,90.41,0.56,1,4,0.806694516,-0.082122256,0.71984914
1,2.38,-0.2,0.41,280.08,0.68,1,4,0.469456154,0.550780328,1.068719939
1,0.21,-0.08,0.25,119.56,0.88,1,4,-0.419813659,0.409224015,-0.336976882
1,1.65,-0.47,0.04,386.37,0.61,0,4,0.15426167,0.661159447,0.543107035
1,0.05,0.62,0.16,68.58,0.69,1,4,0.911750249,0.031829472,0.893151082
1,4.32,0.9,0.38,118.38,0.27,0,4,1.009454991,0.002115428,-0.072689659
1,2.34,0.97,0.27,103.74,0.65,1,4,-0.365347432,0.497639689,-0.023092639
1,0.38,0.62,0.08,480.99,0.69,1,4,-0.384620762,-0.030093474,-0.160601417
1,0,0,0.34,12.33,0.51,1,4,0.073132469,0.069097155,-0.581998165
1,1.3,0.55,0.16,444.86,0.34,0,4,0.374400315,0.934082891,-0.06113055
1,1.45,0.51,0.47,14.41,0.22,0,4,-0.540783276,0.49985573,-0.077488949
1,0.04,0.08,0.03,406.98,0.88,0,4,0.26741759,-0.291724405,-0.358237457
1,4.39,-0.39,0.43,374.93,0.43,1,4,0.37942641,-0.110614451,0.135216851
1,1.44,0.02,0.49,74.28,0.44,0,4,1.312869244,-0.913895519,0.256309249
1,3.26,0.11,0.07,19.43,0.68,0,4,-0.118986918,0.566876679,-0.027044962
1,0.38,0.68,0.26,425.46,0.41,0,4,1.000421435,-0.619950811,-0.295367499
1,1.2,0.64,0.41,202.78,0.82,1,5,-0.026661837,1.203551392,-0.008295729
1,0.33,0.42,0.49,194.05,0.63,1,5,-0.933309821,0.925494987,0.252995278
1,0.2,0.09,0.49,140.84,0.43,1,5,1.53547262,-0.063276104,0.173612307
1,1.72,-0.39,0.33,485.77,0.22,0,5,-0.564323273,0.167005396,-0.139438043
1,2.73,0.92,0.33,474.31,0.7,0,5,-0.914831162,-0.796911763,0.180357347
1,3.93,0.99,0.18,281.84,0.28,0,5,0.16091235,-1.060164436,-0.117611307
1,4.93,0.75,0.43,115.32,0.77,0,5,-0.748302682,0.598813585,0.311987947
1,0.16,-0.08,0.26,75.24,0.85,1,5,-0.575498689,0.147188075,-0.34216896
1,4.23,0.3,0.14,280.73,0.64,0,5,0.166055543,1.144333055,-0.301344585
1,2.78,0.26,0.36,138.99,0.47,0,5,0.561949491,-0.011011139,-0.129343789
1,1.13,-0.49,0.48,461.21,0.22,0,5,-1.324856385,-0.434997105,0.184036253
1,3.14,0.6,0.1,295.76,0.51,0,5,-0.457664555,1.621333467,-0.909553819
1,0.31,-0.45,0.44,158.85,0.59,0,5,0.720704065,0.609616677,0.609948074
1,3.8,0.28,0.43,276.13,0.19,1,5,1.58610419,1.373894065,0.448825404
1,0,0,0.22,10.38,0.46,1,5,1.632770363,-0.203459649,-0.180234565
1,4.97,0.79,0.35,272.42,0.37,0,5,0.927504971,0.257913371,0.329497993
1,0.92,-0.05,0.12,117.26,0.18,1,5,0.856704219,-1.074270699,-0.490713319
1,2.04,0.55,0.31,441.18,0.74,1,5,0.012439614,-0.164454264,0.08985694
1,0.21,-0.11,0.22,100.31,0.98,1,5,-1.741136657,-1.23882046,-0.233754918
1,0.21,0.08,0.33,266.15,0.38,1,5,1.548251021,-0.776910269,-0.035802259
1,0.79,0.34,0.38,62.56,0.62,0,5,1.720754881,0.454435849,0.316551905
1,4.19,-0.25,0.16,131.41,0.83,0,5,0.043678483,-0.397241706,0.209153654
1,0,0,0.26,10.56,0.53,1,5,-1.18535354,0.053776716,0.132899345
1,1.81,0.8,0.42,137.09,0.78,0,5,-1.501575753,0.281502821,-0.150815822
1,1.69,0.56,0.49,56.8,0.72,0,5,-0.464754066,-0.15020305,-0.250653329
1,1.89,-0.16,0.15,333.87,0.42,1,5,0.703398655,1.424125458,0.54991915
1,3.38,-0.33,0.44,303.98,0.14,0,5,-0.539355369,-0.143139687,-0.106083462
1,0.33,-0.21,0.11,38.24,0.81,1,5,-0.483414624,-0.285106125,-0.524707957
1,3.94,-0.36,0.37,96.66,0.22,1,5,-0.196134806,0.488441287,0.29323985
1,3.66,0.69,0.37,295.57,0.8,0,5,-0.040740815,-0.002056595,-0.250105359
1,3,0.81,0.3,103.36,0.18,0,5,-0.196479277,1.998614607,0.996651579
1,2.48,-0.37,0.24,19.8,0.35,0,5,1.334065018,-2.024917194,-0.743939381
1,4.44,0.2,0.19,36.53,0.57,0,5,0.319666924,0.462300704,0.039902943
1,3.17,-0.42,0.45,173.11,0.74,0,5,1.452904144,-0.179063591,-0.706384071
1,3.43,0.2,0.08,326.92,0.25,0,5,1.806492946,1.264359071,0.290286835
1,0.92,0.88,0.43,397.19,0.89,0,5,-1.557637006,-0.781151357,0.251406505
1,4.42,0.25,0.18,190.81,0.58,0,5,0.018807214,-1.332455213,-0.126060513
1,0.27,-0.22,0.09,39.38,0.75,1,5,0.021038886,-0.016532908,-0.265301878
1,4.54,0.63,0.03,254.69,0.57,1,5,0.519785317,-0.512893621,-0.296676603
1,3.85,0.34,0.27,34.06,0.34,0,5,0.788761554,-0.198894554,0.761970114
1,1.01,0.62,0.14,432.47,0.38,0,5,-1.089620127,-0.418248476,-1.280313882
1,0.35,-0.19,0.09,31.22,0.82,1,5,-0.917668785,-1.764060471,0.774655291
1,0.4,0.16,0.04,29.44,0.33,0,5,-0.807360721,0.083580289,-0.410575467
1,3.61,0.75,0.18,121.6,0.75,0,5,2.303895599,0.159865294,1.032676664
1,3.61,-0.21,0.09,12.59,0.56,0,5,-1.599069037,1.562698344,0.481944653
1,1.41,0.84,0.49,410.15,0.88,1,5,-0.52275027,0.237669724,-0.250610128
1,1.33,-0.21,0.17,298.88,0.33,0,5,0.775179387,-0.569741587,-0.379958465
1,0.21,-0.08,0.27,92.2,0.81,1,5,0.349443781,0.389854335,0.047543267
1,3.54,0.78,0.27,148.19,0.34,1,5,0.926040684,1.343219083,0.402516207
1,1.46,-0.16,0.25,461.12,0.84,0,5,-1.529238034,-0.109928067,0.244431249
1,4.15,0.02,0.1,256.32,0.79,0,5,-1.803527994,0.54817292,0.117984769
1,4.88,0.35,0.35,330.59,0.58,0,5,0.418312993,-0.480385438,0.565306664
1,0.98,0.19,0.44,119.38,0.48,1,5,-0.775917215,-0.20481707,0.096715098
1,3.47,0.74,0.05,75.87,0.59,0,5,-0.401880698,-1.344249085,-0.650902621
1,1.97,0.23,0.17,398.48,0.51,1,5,0.361709454,-0.156331907,0.184080591
1,3.55,0.03,0.43,80.45,0.29,0,5,-0.270126748,0.380110237,-0.496529537
1,1.49,0.97,0.26,326,0.84,0,5,-0.232842012,-0.826945552,-0.806446678
1,0.88,0.19,0.23,445.54,0.65,1,5,-0.629256647,-0.90003482,0.180403958
1,1.11,0.72,0.04,142.73,0.65,0,5,0.661598278,-0.395903044,-0.246969307
1,0.68,0.23,0.19,356.77,0.27,0,5,-1.682215043,0.892408707,0.064196684
1,4.37,0.58,0.14,174.66,0.9,0,5,0.278918151,-0.063522521,-0.561080924
1,1.72,-0.26,0.03,317.08,0.84,1,5,0.228390036,-1.21199264,-0.102372724
1,2.75,-0.35,0.45,438.93,0.13,0,5,0.265226845,0.686947033,0.670900135
1,0.18,0.07,0.31,223.64,0.38,1,5,-1.069140581,0.290491471,1.068456186
1,3.12,0.91,0.34,342.15,0.88,0,5,-0.985992301,-1.247101409,0.857880877
1,0.16,-0.09,0.31,128.84,0.92,1,5,0.315433226,0.929089765,0.582026587
1,1.53,0.46,0.31,449.39,0.75,0,5,-0.727752649,-0.223713528,0.826285032
1,0.2,0.12,0.49,231.83,0.44,1,5,-0.501771638,-1.046752232,-0.132528726
1,0.16,0.13,0.3,200.87,0.43,1,5,0.634145181,0.227029489,0.445112391
1,0.18,0.1,0.34,167.19,0.36,1,5,0.215894715,-1.056073415,-0.71976956
1,4.85,-0.2,0.48,117.2,0.29,0,5,-2.747183316,0.674805278,0.08469442
1,1.22,-0.25,0.48,118.03,0.25,0,5,-0.032382559,-1.425598839,0.677671324
1,1.8,0.54,0.21,55.25,0.62,0,5,-0.542295311,-0.675458409,0.28049044
1,0.23,0.1,0.37,164.98,0.37,1,5,-1.488924681,-0.533872253,-0.626063184
1,3.19,0.15,0.1,8.86,0.8,0,5,-1.20421646,-0.825647817,0.470552095
1,3.96,-0.08,0.06,428.74,0.28,0,5,1.214013992,-2.725864761,-0.798127076
1,2.05,0,0.35,447.19,0.42,0,5,-0.852601261,1.47819037,-0.027109763
1,0.24,0.08,0.3,228.64,0.39,1,5,3.146997187,-0.036926622,0.097863335
1,4.89,0.51,0.49,408.7,0.11,1,5,-1.557928044,0.215702016,-0.656057182
1,2.91,-0.2,0.24,497.07,0.45,1,5,-0.196175733,0.07304493,0.929335329
1,0.06,0.3,0.32,492.32,0.73,1,5,0.958648343,-1.385469659,-0.109795337
1,3.18,0.12,0.3,409.11,0.2,0,5,0.021443611,0.544644649,-0.274621357
1,1.64,-0.32,0.5,136.59,0.72,0,5,0.369939244,2.062952262,0.660013484
1,1.39,-0.18,0.42,329.87,0.24,0,5,0.022970426,-0.191749336,0.145526542
1,3.8,0.02,0.26,169.01,0.27,1,5,-0.685454324,0.093748156,-0.312159045
1,3.14,0.1,0.33,307.86,0.57,0,5,-1.076464287,0.75735727,-0.600596195
1,2.08,0.44,0.18,463.09,0.14,1,5,-0.367226676,0.70516478,1.667940523
1,0.31,-0.15,0.11,52.53,0.7,1,5,0.986799478,-1.386049462,-0.056322733
1,4.56,-0.13,0.35,386.33,0.32,0,5,-0.604775323,-1.978369255,-0.516020009
1,0.25,-0.2,0.1,35.43,0.74,1,5,0.009340511,-0.506657329,0.00242494
1,1.44,0.88,0.15,425.42,0.18,0,5,-0.123693553,-0.184609235,-0.300277634
1,4.12,0.43,0.09,400.04,0.43,0,5,0.042539341,-0.333920411,0.509924121
1,3.22,0.38,0.2,321.91,0.45,0,5,0.894424375,-0.290204127,-0.012832402
1,0.2,0.91,0.05,286.08,0.63,0,5,0.325467227,-0.751888365,0.180102688
1,0.2,-0.1,0.26,97.66,0.83,1,5,-0.949839887,-0.129803368,0.750656
1,2.74,-0.45,0.38,383.63,0.12,1,5,-1.821499609,0.32551668,-0.828313205
1,4.05,-0.07,0.27,303.94,0.31,0,5,0.599698069,1.114589168,-0.268453277
1,2.73,0.71,0.12,238.15,0.42,0,5,-1.388693818,0.481944085,0.037966856
1,0.29,-0.2,0.1,43.51,0.69,1,5,-0.099003046,0.325497922,0.585580437
1,2.04,0.1,0.11,245.33,0.67,0,5,-0.194175982,0.700592864,-0.280921313
1,0.31,-0.25,0.12,28.83,0.77,1,5,0.456295766,0.836420213,0.222559038
1,0.2,-0.13,0.29,135.38,0.86,1,5,0.004854428,0.334356116,-0.041102339
1,3.67,0.03,0.41,126.98,0.84,1,5,1.265323135,0.677547405,-0.028900331
1,2.13,-0.07,0.06,121.12,0.35,0,5,-0.768236532,-0.345119133,0.806512617
1,0.93,-0.22,0.32,79.24,0.52,1,5,-1.303201316,0.14220177,0.040398618
1,4.77,0.23,0.08,452.29,0.15,0,5,0.425688995,-0.00969635,-0.353645646
1,0.17,-0.11,0.19,76.32,0.88,1,5,0.12164719,0.079406561,0.28744978
1,4.89,-0.42,0.36,241.88,0.39,1,5,0.130887656,-0.371766191,-0.318000275
1,3.33,0.82,0.26,66.23,0.23,0,5,-0.080792688,-0.79371091,0.274790182
1,3.78,0.31,0.02,246.53,0.26,1,5,0.663933406,0.171347097,0.059444574
1,1.96,0.7,0.15,167.55,0.25,1,5,-1.507251,-0.16976287,0.019423396
1,0.22,0.07,0.5,171.31,0.39,1,5,-1.988901204,-0.184965643,-0.219300773
1,0.99,0.21,0.07,400.59,0.2,0,5,2.202941687,-1.548332875,0.688635282
1,3.51,-0.05,0.27,51.8,0.44,0,5,0.287259354,-0.648698801,0.456745965
1,2.82,-0.38,0.32,163.3,0.81,1,5,-0.505751814,-0.153745816,-0.61148512
1,3.86,-0.02,0.48,4.36,0.4,0,5,0.634164508,0.737480264,-0.370804401
1,4.93,-0.23,0.48,4.3,0.37,0,5,0.354319809,-0.451395294,0.16504714
1,0.29,-0.18,0.08,41.96,0.69,1,5,-0.007412382,-1.274454462,-0.066196435
1,3.6,-0.29,0,57.92,0.29,0,5,-1.049756975,0.140119596,-0.558034117
1,0,0,0.38,5.7,0.46,1,5,-0.266711595,1.376704404,0.830118552
1,0.28,-0.17,0.1,31.18,0.81,1,5,-0.584008149,-0.816546617,0.060728098
1,0.55,0.18,0.41,386,0.62,1,5,2.709857654,0.382154894,-0.400038971
1,3.02,0.13,0.4,201.59,0.44,0,5,0.090549293,0.575675188,0.443983481
1,4.37,0.91,0.22,64.68,0.13,1,5,-0.428957492,0.448180799,0.44918238
1,2.84,-0.03,0.14,436.26,0.64,0,5,0.824436484,0.371998112,0.510488007
1,0.2,-0.09,0.17,50.74,0.92,1,5,0.112069074,0.763479306,0.621632807
1,0.33,0.59,0.12,54.03,0.41,0,5,-0.154800546,0.439456471,0.073252977
1,1.07,-0.13,0.5,287.64,0.33,0,5,0.540510428,1.015033604,0.632664978
1,3.08,0.93,0.35,295.12,0.65,0,5,1.319358489,-1.813746167,-0.088791694
1,1.75,0.44,0.19,234.19,0.16,0,5,-1.259099918,0.040784016,-0.033793981
1,1.68,0.3,0.1,450.77,0.4,0,5,1.229032023,0.945902343,0.154974487
1,0,0,0.31,9.53,0.46,1,5,0.080872269,0.933439992,-0.224353016
1,0.17,-0.07,0.24,80.12,0.86,1,5,0.836904519,0.10677752,0.348890694
1,2.78,-0.37,0.23,282.69,0.37,0,6,1.288335625,0.219399112,-0.146790171
1,0.99,0.85,0.42,401.19,0.34,0,6,1.241205609,-0.388520789,-0.221057235
1,0.35,-0.22,0.09,31.69,0.68,1,6,-2.030546966,0.043648924,-1.042071744
1,1.6,0.22,0.29,442.92,0.28,0,6,0.91271886,-0.183676434,0.512671932
1,0.33,-0.21,0.09,40.58,0.68,1,6,-1.750195224,-0.067018391,-0.297648057
1,1.15,0.3,0.01,493,0.81,1,6,-0.037193786,-0.352694087,0.451460664
1,0.26,-0.23,0.11,21.52,0.7,1,6,-0.905822617,-1.020111995,0.402096134
1,2.21,-0.28,0.14,10.45,0.11,1,6,0.01895387,-0.550145955,-0.385336989
1,0.32,-0.2,0.12,29.81,0.76,1,6,-1.664116098,0.529869908,0.870254553
1,2.7,0.52,0.12,413.43,0.63,0,6,-1.506950866,0.093336325,-0.165363758
1,0.24,-0.21,0.47,264.45,0.29,0,6,0.637919584,-1.032734644,0.664603022
1,0.32,-0.08,0.02,57.13,0.71,0,6,0.082326324,0.392076345,0.133777007
1,0.33,-0.25,0.08,33.67,0.69,1,6,1.350485945,0.515822478,0.774803084
1,2.76,-0.25,0.01,316.32,0.2,0,6,0.127442945,-0.620008791,-0.608968094
1,1.01,0.07,0.29,106.02,0.28,1,6,-0.63874495,0.650825314,0.891552645
1,4.83,0.51,0.16,426.55,0.11,0,6,0.565667051,-0.583738711,-0.390846253
1,0.86,0.7,0.41,233.6,0.53,1,6,-0.550103323,-1.821836122,-0.525179757
1,2.93,0.75,0.31,6.67,0.71,0,6,-0.118257049,0.464606273,0.475968136
1,4.45,-0.24,0.32,18.06,0.74,0,6,-0.49141363,-1.356766006,-0.666748292
1,1.83,0.51,0.03,392.33,0.58,1,6,-1.337543836,-0.291675804,0.630670911
1,0.16,-0.12,0.3,65.54,0.83,1,6,-0.402999376,0.073875412,-0.005543939
1,3.21,-0.41,0.49,94.94,0.77,0,6,0.085653937,-0.399044211,0.640350208
1,3.48,0.53,0.48,248.88,0.35,0,6,-0.596407972,0.186548164,0.711777375
1,2.52,-0.14,0.48,47.02,0.33,0,6,0.782506504,-0.507518507,0.079824076
1,0.28,0.4,0.21,45.62,0.18,0,6,-0.05605898,0.870973054,0.080266318
1,1,0.57,0.35,92.62,0.9,1,6,-1.289445208,0.164164362,-0.350588607
1,0.93,0.11,0.09,83.74,0.35,1,6,1.527050699,1.142313977,-0.123781092
1,0.14,0.45,0.18,2.54,0.23,1,6,-0.201123385,1.010739652,0.365195092
1,0,0,0.36,7.57,0.54,1,6,0.970187557,-0.667371864,1.027419785
1,1.19,0.85,0.48,489.3,0.42,0,6,0.047830326,-0.840310008,0.23499183
1,2.37,0.62,0.18,78.13,0.26,1,6,0.971870122,-0.499037185,0.112748353
1,4.92,-0.3,0.37,304,0.75,1,6,1.742846507,0.674324383,-0.65647896
1,0.17,-0.11,0.28,144.39,0.84,1,6,-0.878599167,-1.034085244,-0.079073175
1,1.61,0.09,0.28,86.81,0.54,0,6,0.228990302,-0.408607548,0.658800445
1,0.27,-0.2,0.13,59.45,0.82,1,6,1.069445261,0.360523131,-0.136631115
1,1.02,0.79,0.33,407.53,0.43,1,6,0.191347453,0.708909624,-0.294245979
1,0.31,-0.2,0.13,41.5,0.69,1,6,-0.670206646,-1.366383913,-0.140719294
1,1.7,0.26,0.38,119.87,0.26,1,6,2.138676791,-0.655932695,0.710090262
1,2.25,0.05,0.39,430.4,0.62,0,6,-1.419352884,-0.879922482,0.885888767
1,2.92,0.44,0.11,86.09,0.77,0,6,-2.039587343,0.141640726,0.228209842
1,1.19,0.67,0.16,432.3,0.34,0,6,-0.027583837,-0.891830609,0.322675646
1,0.24,-0.16,0.13,57.22,0.79,1,6,-1.63076038,0.048485163,-0.219491199
1,3.95,-0.44,0.22,373.68,0.39,0,6,0.208945039,-0.417546744,-0.352461029
1,3.92,-0.38,0.18,419.66,0.45,1,6,0.394624067,-0.230768364,-0.728869054
1,1.18,0.31,0.12,205.47,0.36,0,6,-0.302002263,-0.808023515,0.617123987
1,4.87,0.25,0.42,65.63,0.9,0,6,0.814441137,-0.698210556,-0.511446387
1,2.3,-0.49,0.2,493.19,0.44,0,6,-0.630109298,0.583917767,-0.763350272
1,2.75,0.75,0.3,267.99,0.64,1,7,-0.54625616,-0.120037953,-0.747247668
1,0.22,-0.12,0.25,145.32,0.96,1,7,-1.323248853,0.647658567,-0.449390427
1,2.25,0.31,0.47,34.02,0.42,0,7,-0.25421059,1.646899364,-0.318920002
1,3.76,-0.47,0.39,282,0.55,1,7,2.317101462,0.17271816,-0.085005922
1,1.15,0.18,0.11,293.68,0.43,0,7,0.06115215,0.244315288,-0.087710532
1,3.08,0.11,0.16,374.22,0.12,1,7,0.468617145,1.111983465,-0.4215633
1,1.1,0.53,0.17,238.92,0.86,1,7,1.196694939,0.503091542,-0.279123924
1,0.6,-0.38,0.38,301.49,0.52,0,7,0.048247557,-0.308759525,0.384262648
1,0,0,0.27,13.6,0.55,1,7,-0.113959686,-0.400902991,0.63987045
1,0.16,0.11,0.47,183.63,0.37,1,7,-0.708198513,-0.138955727,0.371847477
1,1.06,-0.47,0.39,263.33,0.31,0,7,0.354822305,2.277083695,-0.265981726
1,4.96,0.59,0.06,437.59,0.26,0,7,0.736115453,1.131386398,-0.83764462
1,4.71,-0.36,0.18,315.94,0.39,0,7,-0.275947514,-0.64187418,0.328021201
1,2.86,0.38,0.5,499.55,0.61,0,7,-0.74075615,0.209984989,1.059465831
1,2.56,0.14,0.37,176.24,0.47,0,7,0.602838099,-0.618854301,0.386135071
1,0.18,-0.13,0.26,131.65,0.93,1,7,-1.028620318,1.888984116,-0.415482191
1,5,0.03,0.27,429.81,0.75,0,7,-0.578365871,0.252024961,-0.565603386
1,0.77,0.37,0.2,182.72,0.64,0,7,0.466582151,0.406375307,0.352808911
1,1.93,0.37,0.24,108.34,0.74,1,7,1.946118573,0.061219509,-0.292817504
1,4.18,-0.18,0.05,284.96,0.87,1,7,-0.230561454,-0.130085596,-0.018556534
1,0.03,-0.15,0.45,91.47,0.54,0,7,-0.529601039,1.582056939,-0.340531869
1,0.42,0.26,0.23,24.09,0.3,1,7,1.474081728,-0.97832185,-0.272926854
1,4.7,0.52,0.05,217.43,0.69,0,7,-1.347602847,-0.465113601,-0.006677965
1,2.42,0.04,0.09,483.76,0.29,0,7,-0.662257662,0.430900116,0.108823315
1,1.63,0.4,0.14,399.87,0.14,0,7,-0.248012384,0.127128601,-0.085298666
1,4.65,-0.41,0.39,308.76,0.52,1,7,-1.494840944,-0.216656986,0.101723003
1,1.61,0.59,0.15,485.01,0.49,1,7,-0.399464852,-0.09618077,0.280248287
1,0,0,0.27,7.16,0.5,1,7,1.212338248,1.400264864,0.172752266
1,3.61,0.94,0.25,118.6,0.82,1,7,-0.893073775,0.498164923,-0.80945938
1,0.98,0.81,0.41,182.04,0.58,0,7,-1.255345978,0.327053158,0.2897184
